subest,sav,crop,riprap
CB703,0.524623797,20.76,0
CB703,0,20.76,0
CB703,0,20.76,0
CB703,0,20.76,0
CB703,0,20.76,0
CB704,0,24.47,0
CB704,0.803792843,24.47,0
CB704,0.117238026,24.47,0
CB704,0,24.47,0
CB704,0,24.47,0
CB705,0.658052836,31.86,0
CB705,0.404171897,31.86,0
CB705,0.276396062,31.86,0
CB705,0.155128646,31.86,0
CB705,0.343501515,31.86,0
CB705,0,31.86,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0.197968556,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CB801,0,0.08,0
CHO01,0.090994529,32.1,0
CHO01,0.644456145,32.1,0
CHO01,0.816614912,32.1,0
CHO01,0.814572831,32.1,0
CHO01,0.663432248,32.1,0
CHO01,0.29334551,32.1,0
CHO01,0.447539084,32.1,0
CHO01,0.742442486,32.1,0
CHO01,0.036598348,32.1,0
CHO01,0.837857444,32.1,0
CHO02,0.43843483,27.5,0
CHO02,0.443722962,27.5,0
CHO02,0.339135845,27.5,0
CHO02,0.236598589,27.5,0
CHO02,0.675120918,27.5,0
CHO02,0.313712738,27.5,0
CHO02,0.648730979,27.5,0
CHO02,0.654270694,27.5,0
CHO02,0.636956208,27.5,0
CHO02,0.256781284,27.5,0
CHO02,0.414315141,27.5,0
CHO02,0.860017337,27.5,0
CHO02,0.411610541,27.5,0
CHO02,0.359352204,27.5,0
CHO03,0,35.87,0
CHO03,0.633637193,35.87,0
CHO03,0.393880423,35.87,0
CHO03,0.031200386,35.87,0
CHO03,0.007974449,35.87,0
CHO03,0.30741529,35.87,0
CHO03,0.253050494,35.87,0
CHO03,0.83100451,35.87,0
CHO03,0.400396381,35.87,0
CHO03,0.346017663,35.87,0
CHO03,0.207780751,35.87,0
CHO03,0.069199637,35.87,0
CHO03,0.265332362,35.87,0
CHO03,0.245882516,35.87,0
CHO03,0.3602572,35.87,0
CHO03,0.734317828,35.87,0
CHO03,0.293208546,35.87,0
CHO03,0,35.87,0
CHO03,0.028191767,35.87,0
CHO03,0,35.87,0
CHO03,0.074740993,35.87,0
CHO03,0,35.87,0
CHO03,0,35.87,0
CHO03,0,35.87,0
CHO03,0.621238725,35.87,0
CHO03,0.034438005,35.87,0
CHO03,0.031687275,35.87,0
CHO03,0.243486686,35.87,0
CHO03,0,35.87,0
CHO03,0.306616071,35.87,0
CHO03,0.419736772,35.87,0
CHO03,0.267687094,35.87,0
CHO03,0.066410441,35.87,0
CHO03,0.065951367,35.87,0
CHO03,0,35.87,0
CHO03,0,35.87,0
CHO03,0.331796017,35.87,0
CHO03,0.029664706,35.87,0
CHO03,0,35.87,0
CHO03,0.095171197,35.87,0
CHO03,0,35.87,0
CHO03,0.402410321,35.87,0
CHO03,0,35.87,0
CHO03,0.261305592,35.87,0
CHO03,0.826011939,35.87,0
CHO03,0.13461354,35.87,0
CHO03,0.330591767,35.87,0
CHS01,0.294860596,38.98,0
CHS01,0.739667311,38.98,0
CHS01,0.378000517,38.98,0
CHS02,0.21736281,64.12,0
CHS02,0.728936544,64.12,0
CHS02,0.730172184,64.12,0
CHS02,0.260252494,64.12,0
CHS02,0.614108078,64.12,0
CHS02,0.060309521,64.12,0
CHS02,0,64.12,0
CHS02,0.425462137,64.12,0
CHS02,0,64.12,0
CHS02,0.86559981,64.12,0
CHS02,0.66149098,64.12,0
CHS03,0,48.49,0
CHS03,0,48.49,0
CHS04,0.173085974,47.38,0
CHS04,0.149097932,47.38,0
CHS04,0,47.38,0
CHS04,0.141326277,47.38,0
CHS04,0,47.38,0
CHS05,0.26032216,38.68,0
CHS05,0.653242277,38.68,0
CHS05,0.214639319,38.68,0
CHS05,0.291473063,38.68,0
EAS01,0.297113167,25.77,0
EAS01,0.365706206,25.77,0
EAS01,0.744387611,25.77,0
EAS01,0.185586729,25.77,0
EAS01,0.42885999,25.77,0
EAS01,0.731244189,25.77,0
EAS01,0.070421187,25.77,0
EAS01,0.843896498,25.77,0
EAS01,0.151623039,25.77,0
EAS01,0,25.77,0
EAS01,0.323971233,25.77,0
EAS01,0.362587382,25.77,0
EAS01,0.104855409,25.77,0
EAS01,0.005693975,25.77,0
EAS02,0.426797238,29.99,0
EAS02,0.0995642,29.99,0
EAS02,0.057786408,29.99,0
EAS02,0.364346257,29.99,0
EAS02,0.082431433,29.99,0
EAS02,0.103147403,29.99,0
EAS02,1.36E-05,29.99,0
EAS02,0.028062652,29.99,0
EAS02,0.050253251,29.99,0
EAS02,0,29.99,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.216116745,40.36,0
EAS03,0.335473792,40.36,0
EAS03,0.107178512,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.221454089,40.36,0
EAS03,0.015194561,40.36,0
EAS03,0.039900562,40.36,0
EAS03,0.659187366,40.36,0
EAS03,0,40.36,0
EAS03,0.796590282,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.047240616,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.025064176,40.36,0
EAS03,0.034429035,40.36,0
EAS03,0.035203387,40.36,0
EAS03,0.341452654,40.36,0
EAS03,0,40.36,0
EAS03,0.073433924,40.36,0
EAS03,0,40.36,0
EAS03,0.061268135,40.36,0
EAS03,0,40.36,0
EAS03,0.232720868,40.36,0
EAS03,0.42691473,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.023730015,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0,40.36,0
EAS03,0.15116379,40.36,0
EAS03,0.07729802,40.36,0
EAS03,0,40.36,0
EAS04,0.204875913,38.74,0
EAS04,0.234748057,38.74,0
EAS04,0.176601831,38.74,0
EAS04,0.097474378,38.74,0
EAS04,0.325455177,38.74,0
EAS04,0.255939164,38.74,0
EAS04,0.128255954,38.74,0
EAS04,0.283405476,38.74,0
EAS04,0.798218609,38.74,0
EAS04,0.157951857,38.74,0
EAS04,0,38.74,0
EAS04,0.075332272,38.74,0
EAS04,0.049748769,38.74,0
EAS04,0,38.74,0
EAS04,0.235028795,38.74,0
EAS04,0.128464815,38.74,0
EAS04,0.834944022,38.74,0
EAS04,0.450119112,38.74,0
EAS04,0.249293373,38.74,0
EAS04,0.750915731,38.74,0
EAS04,0.143248897,38.74,0
EAS04,0.224940857,38.74,0
EAS04,0.728022777,38.74,0
EAS04,0.190365205,38.74,0
EAS04,0.279031216,38.74,0
EAS04,0.377841559,38.74,0
EAS04,0.767928391,38.74,0
EAS04,0.864309328,38.74,0
EAS04,0.733463852,38.74,0
EAS04,0.42056741,38.74,0
EAS04,0.079436391,38.74,0
EAS04,0.206996255,38.74,0
EAS04,0.842831223,38.74,0
EAS04,0.073263068,38.74,0
EAS04,0.804006838,38.74,0
EAS04,0.099534326,38.74,0
EAS04,0.027624795,38.74,0
EAS04,0.114939368,38.74,0
EAS04,0.017665238,38.74,0
EAS04,0.041669399,38.74,0
ELK01,0,16.58,0
ELK01,0.226054272,16.58,0
ELK01,0.99997075,16.58,0
ELK01,0.693030522,16.58,0
ELK01,0.220451674,16.58,0
ELK01,0,16.58,0
ELK01,0,16.58,0
ELK01,0,16.58,0
ELK01,0.326332568,16.58,0
ELK01,0.347362126,16.58,0
ELK01,0.435283911,16.58,0
ELK01,0.169085089,16.58,0
ELK02,0,44.87,0
ELK02,0.815072837,44.87,0
ELK02,0.969507276,44.87,0
ELK02,0.998072928,44.87,0
ELK02,0.998738852,44.87,0
ELK02,0.997378648,44.87,0
ELK02,0.39930445,44.87,0
ELK02,0,44.87,0
ELK02,0.947465732,44.87,0
ELK02,0.971618501,44.87,0
ELK02,0.977038208,44.87,0
ELK02,0.827183174,44.87,0
ELK02,0.996601582,44.87,0
ELK02,0.994783805,44.87,0
ELK02,0.992803228,44.87,0
FSB01,0,20.19,0
GUN01,0.113094576,16.64,0
GUN01,0.781039303,16.64,0
GUN01,0,16.64,0
GUN01,0.674909754,16.64,0
GUN01,0.387201015,16.64,0
GUN01,0,16.64,0
GUN01,0.324439566,16.64,0
GUN01,0,16.64,0
GUN01,0.276064616,16.64,0
GUN01,0.242036254,16.64,0
GUN01,0.717880163,16.64,0
GUN01,0.824491315,16.64,0
GUN01,0.916172808,16.64,0
GUN01,0.662315274,16.64,0
GUN01,0.357840477,16.64,0
GUN01,0.970505376,16.64,0
GUN01,0.662351565,16.64,0
GUN01,0.173373092,16.64,0
GUN01,0.671773083,16.64,0
GUN01,0.277621273,16.64,0
GUN01,0.218100734,16.64,0
GUN01,0.681619782,16.64,0
GUN01,0.493353629,16.64,0
GUN01,0.592643838,16.64,0
GUN02,0,3.96,0
GUN02,0.218100734,3.96,0
GUN02,0.113094576,3.96,0
GUN02,0.671773083,3.96,0
GUN02,0,3.96,0
GUN02,0,3.96,0
GUN02,0.242036254,3.96,0
GUN02,0.357840477,3.96,0
GUN02,0.324439566,3.96,0
GUN02,0.173373092,3.96,0
HNG01,0.665204427,5.6,0
HNG01,0.192431419,5.6,0
HNG01,0.210563789,5.6,0
HNG01,0.787045379,5.6,0
HNG01,0.42414292,5.6,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS01,0,3.67,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS03,0,20.49,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS04,0,1.18,0
JMS07,1.000000003,6.61,0
JMS07,1.000000011,6.61,0
JMS07,1.000000023,6.61,0
JMS07,0.999999984,6.61,0
JMS07,0.999999983,6.61,0
JMS07,0.999999997,6.61,0
JMS07,1.000000013,6.61,0
JMS07,1.000000017,6.61,0
JMS07,0.999999993,6.61,0
JMS07,0.999999994,6.61,0
LCH01,0,28.84,0
LCH01,0,28.84,0
LCH01,0.406595904,28.84,0
LCH01,0.10611996,28.84,0
LCH01,0.047193822,28.84,0
LCH01,0.81810841,28.84,0
LCH01,0.17969369,28.84,0
LCH01,0.146524237,28.84,0
LCH01,0.806180739,28.84,0
LCH01,0,28.84,0
LCH01,0.150477533,28.84,0
LCH01,0,28.84,0
LCH01,0.830449471,28.84,0
LCH01,0.148494473,28.84,0
LCH01,0.127688439,28.84,0
LCH01,0,28.84,0
LCH01,0,28.84,0
LCH01,0.043921273,28.84,0
LCH01,0,28.84,0
LCH01,0.056899264,28.84,0
LCH01,0.13068617,28.84,0
LCH01,0.613206657,28.84,0
LCH01,0.216800036,28.84,0
LCH01,0.109620077,28.84,0
LCH01,0.341018981,28.84,0
LCH01,0.279944919,28.84,0
LCH01,0,28.84,0
LCH01,0.424837611,28.84,0
LCH01,0.043252096,28.84,0
LCH01,0.152262241,28.84,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
LYN01,0,1.31,0
